ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
6263421,M,N,N,0,112500.0,Working,Secondary / secondary special,Married,Office apartment,-11201,-600,1,0,0,0,Laborers,2.0
5936049,M,Y,N,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,-15730,-4794,1,0,0,1,Laborers,3.0
6730086,F,N,Y,0,81000.0,Working,Secondary / secondary special,Separated,House / apartment,-16826,-1398,1,0,0,0,,1.0
6519432,M,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13387,-1250,1,0,0,0,,3.0
5964860,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20622,-242,1,1,1,0,Cleaning staff,2.0
6611268,M,Y,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22006,365243,1,0,0,0,,2.0
6428988,M,N,Y,2,256500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-12170,-970,1,0,0,0,High skill tech staff,3.0
5092362,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18587,-1388,1,0,0,0,Cleaning staff,1.0
5678078,M,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17833,-2041,1,0,0,0,Laborers,2.0
5427348,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11418,-3342,1,1,1,0,Core staff,3.0
6102929,F,Y,Y,0,373500.0,Commercial associate,Higher education,Married,House / apartment,-20079,-373,1,0,0,0,Accountants,2.0
6122490,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17377,-2207,1,0,0,0,Drivers,2.0
6065203,F,Y,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22325,365243,1,0,0,0,,2.0
6577639,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24689,365243,1,0,1,0,,1.0
6415731,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22185,365243,1,0,0,1,,2.0
5424212,F,N,N,0,52200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21474,365243,1,0,1,0,,2.0
6764805,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22321,365243,1,0,1,0,,1.0
5439597,F,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-18152,-3981,1,0,0,0,Cleaning staff,1.0
6497694,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23083,365243,1,0,0,0,,1.0
5923083,M,Y,N,0,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9974,-1244,1,0,0,0,,1.0
6508099,F,N,Y,0,177750.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-19544,-364,1,0,0,1,Laborers,1.0
5876173,M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-18863,-2945,1,0,0,0,Laborers,2.0
5770734,F,Y,Y,0,450000.0,State servant,Higher education,Married,House / apartment,-17155,-3520,1,1,1,0,Core staff,2.0
6416316,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13326,-121,1,1,0,0,Laborers,2.0
5742809,F,N,Y,0,166500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22865,365243,1,0,0,1,,2.0
6351895,M,Y,Y,3,135000.0,Working,Higher education,Married,House / apartment,-12546,-1671,1,0,0,0,Laborers,5.0
6652556,F,N,N,0,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17363,-1150,1,0,0,0,,2.0
6107809,F,N,N,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-12474,-1057,1,0,0,0,Core staff,2.0
5198112,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16089,-4188,1,0,0,0,Drivers,2.0
6243000,F,N,Y,2,121500.0,Working,Secondary / secondary special,Married,House / apartment,-12616,-3249,1,0,0,0,,4.0
5939110,F,Y,Y,0,900000.0,Working,Higher education,Married,House / apartment,-13354,-2217,1,0,0,0,Managers,2.0
6022076,F,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-12558,-4629,1,0,1,0,,2.0
6102935,F,Y,Y,0,373500.0,Commercial associate,Higher education,Married,House / apartment,-20079,-373,1,0,0,0,Accountants,2.0
5890299,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20990,365243,1,0,0,0,,1.0
6800357,F,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19320,-5570,1,0,0,0,,2.0
6048381,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-11231,-763,1,0,0,0,Private service staff,1.0
5730614,F,Y,N,1,229500.0,Commercial associate,Higher education,Married,House / apartment,-12226,-3932,1,1,1,0,Core staff,3.0
6143811,F,N,Y,0,135000.0,State servant,Higher education,Civil marriage,House / apartment,-16212,-4181,1,0,0,0,,2.0
6109683,F,N,N,1,148500.0,Working,Secondary / secondary special,Widow,House / apartment,-16018,-849,1,1,1,0,,2.0
5632227,F,N,N,0,450000.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20681,-3376,1,0,0,0,Laborers,2.0
6671172,M,Y,Y,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-11470,-1119,1,0,0,0,,1.0
6562727,F,Y,Y,0,157500.0,Working,Higher education,Separated,House / apartment,-14838,-4973,1,0,1,1,Accountants,1.0
5825300,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23097,365243,1,0,0,0,,2.0
6065199,M,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9806,-379,1,0,0,0,Security staff,1.0
5148884,F,N,Y,0,108000.0,Working,Secondary / secondary special,Separated,House / apartment,-16416,-1782,1,0,0,0,Laborers,1.0
7087677,M,Y,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14479,-1501,1,0,0,0,Laborers,1.0
5242065,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17481,-90,1,0,0,0,Laborers,2.0
6601816,F,N,N,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19142,-3587,1,0,0,0,Sales staff,2.0
5576115,M,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12526,-124,1,1,1,0,Core staff,4.0
6264883,M,Y,Y,0,189000.0,State servant,Higher education,Married,House / apartment,-16643,-7514,1,0,0,0,Core staff,2.0
7162600,F,N,N,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16345,-7942,1,1,1,0,,3.0
7192481,F,N,Y,1,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16545,-8090,1,0,0,0,Medicine staff,2.0
6601976,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13880,-3678,1,1,0,1,Sales staff,2.0
6789909,M,N,N,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19309,-6890,1,1,1,0,Laborers,2.0
6047607,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-9148,-1249,1,1,1,0,Medicine staff,2.0
6746665,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15514,-2963,1,0,1,0,IT staff,2.0
6090686,F,N,Y,0,450000.0,Pensioner,Higher education,Single / not married,House / apartment,-23059,365243,1,0,1,0,,1.0
6304764,M,Y,N,1,315000.0,Working,Lower secondary,Civil marriage,House / apartment,-13388,-537,1,0,0,0,Drivers,3.0
5314819,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20298,365243,1,0,1,0,,1.0
6833171,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19919,-1424,1,0,0,0,Sales staff,2.0
6692516,F,N,Y,0,112500.0,Working,Incomplete higher,Separated,House / apartment,-14501,-1888,1,1,1,0,Laborers,1.0
6262788,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16773,-723,1,0,1,0,Laborers,2.0
5008872,M,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16670,-5364,1,0,1,0,Security staff,2.0
6688516,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-21423,-7845,1,0,1,0,Laborers,2.0
5709894,F,N,N,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-18909,-4216,1,0,0,0,Core staff,1.0
7621455,F,Y,N,1,112500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-14673,-1459,1,0,0,0,,2.0
5879005,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9892,-841,1,0,1,0,Cooking staff,3.0
5929493,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14862,-1902,1,0,1,1,,2.0
6704560,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23569,365243,1,0,0,0,,2.0
5436171,M,N,N,0,112500.0,Working,Lower secondary,Married,House / apartment,-20944,-577,1,0,0,0,Drivers,2.0
6282674,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11552,-1740,1,0,0,0,Private service staff,3.0
5024746,M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-14195,-6881,1,0,0,0,Laborers,1.0
5627214,M,Y,Y,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-16587,-8657,1,0,1,0,Medicine staff,2.0
6420037,M,Y,Y,0,306000.0,Working,Higher education,Married,House / apartment,-17074,-2482,1,0,0,0,,2.0
5579717,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13369,-2892,1,0,0,0,Cooking staff,2.0
6125631,M,Y,Y,0,202500.0,Working,Higher education,Married,Municipal apartment,-13235,-3634,1,1,0,0,Laborers,2.0
6820872,M,Y,N,0,166500.0,Working,Incomplete higher,Single / not married,With parents,-9620,-1547,1,0,0,0,Core staff,1.0
6204310,F,N,N,0,180000.0,Working,Higher education,Married,House / apartment,-22616,-8805,1,0,0,1,,2.0
5065750,M,Y,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-15906,-1881,1,0,0,0,High skill tech staff,2.0
5610091,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13980,-1433,1,0,0,0,Drivers,3.0
6293979,M,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-13545,-4029,1,0,0,1,Security staff,2.0
5066846,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21595,365243,1,0,0,1,,2.0
5242610,F,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17859,-270,1,0,0,0,Laborers,2.0
6408810,M,N,Y,0,90000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-10203,-91,1,1,0,0,Laborers,1.0
6798694,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12734,-374,1,0,0,0,Drivers,2.0
6232227,F,N,N,1,81000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9940,-1380,1,1,1,0,Sales staff,3.0
6050435,F,N,Y,0,450000.0,Pensioner,Higher education,Married,House / apartment,-23123,365243,1,0,0,0,,2.0
6107029,M,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-19555,-3337,1,1,0,0,Laborers,2.0
6472337,F,Y,Y,1,112500.0,Commercial associate,Higher education,Married,House / apartment,-17769,-2581,1,0,0,0,Managers,3.0
5978733,M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21271,365243,1,0,0,0,,2.0
5113560,M,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18318,-923,1,0,1,1,Drivers,2.0
5642375,F,N,Y,1,54000.0,Working,Higher education,Married,House / apartment,-9882,-2158,1,1,1,0,Accountants,3.0
6428964,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,-11481,-3892,1,0,0,0,Medicine staff,2.0
6021631,F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,-19285,-12676,1,1,1,0,Laborers,2.0
6311465,M,Y,N,2,270000.0,Working,Higher education,Married,With parents,-18943,-2168,1,0,0,0,Laborers,4.0
6420078,F,N,Y,0,270000.0,State servant,Higher education,Civil marriage,House / apartment,-22596,-5251,1,0,0,0,,2.0
6519410,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14396,-4294,1,1,0,0,,2.0
5490309,F,N,N,2,180000.0,Working,Secondary / secondary special,Married,Office apartment,-13849,-2930,1,0,0,0,,4.0
6143705,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11732,-498,1,1,1,0,,2.0
5668360,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13748,-3209,1,1,0,0,Drivers,2.0
5163293,M,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-8344,-517,1,1,0,0,Core staff,1.0
5048580,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21579,365243,1,0,0,0,,2.0
5565361,M,N,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16039,-912,1,0,0,0,,3.0
5453448,M,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-11562,-4207,1,0,0,0,Laborers,2.0
5969701,F,N,Y,1,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-11117,-916,1,0,0,0,Sales staff,2.0
5730548,F,N,N,0,270000.0,State servant,Higher education,Married,House / apartment,-19826,-1893,1,1,1,0,Core staff,2.0
6193580,M,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14098,-2902,1,1,1,0,Laborers,1.0
5939125,F,N,N,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-19745,-2795,1,1,1,0,High skill tech staff,1.0
5753651,M,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-18360,-7888,1,1,1,0,Drivers,2.0
5883895,M,N,Y,0,315000.0,Commercial associate,Incomplete higher,Single / not married,With parents,-8655,-1012,1,0,0,1,,1.0
6152704,F,Y,Y,0,175500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18925,365243,1,0,0,0,,2.0
6499291,F,Y,N,0,405000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-11525,-2427,1,0,0,0,High skill tech staff,2.0
6605032,M,Y,Y,0,171000.0,Pensioner,Higher education,Married,House / apartment,-22991,365243,1,0,0,0,,2.0
5970267,M,Y,Y,2,112500.0,Working,Higher education,Married,House / apartment,-14859,-6973,1,1,1,0,Managers,4.0
5113628,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-12765,-741,1,0,0,1,Managers,2.0
5854143,F,Y,N,1,144000.0,Working,Higher education,Married,House / apartment,-11681,-3278,1,1,1,0,Core staff,3.0
6661409,F,N,N,2,180000.0,Working,Higher education,Married,House / apartment,-14712,-1672,1,0,0,1,Accountants,4.0
6738810,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17257,-897,1,0,0,0,Laborers,2.0
6024231,F,N,N,0,40500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20235,365243,1,0,0,1,,2.0
5146495,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-9313,-615,1,0,0,0,,2.0
5863351,M,N,Y,1,292500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11910,-2827,1,0,1,0,Managers,2.0
7497764,F,N,Y,0,157500.0,Pensioner,Higher education,Married,House / apartment,-21391,365243,1,0,0,0,,2.0
5730430,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11363,-3719,1,1,0,0,Laborers,2.0
6389029,F,N,N,1,94500.0,Working,Secondary / secondary special,Separated,House / apartment,-14298,-2163,1,1,0,0,Security staff,2.0
5126499,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18546,-5553,1,0,0,0,,2.0
5367765,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14038,-1274,1,1,0,0,Sales staff,1.0
6312100,F,N,Y,0,382500.0,Working,Secondary / secondary special,Married,House / apartment,-21333,-1056,1,0,0,0,Laborers,2.0
5994625,F,N,N,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15444,-3719,1,0,0,0,Laborers,3.0
6620856,M,N,N,1,292500.0,Working,Incomplete higher,Single / not married,Municipal apartment,-11988,-759,1,0,0,1,,2.0
6390645,F,N,N,0,112500.0,Working,Higher education,Married,House / apartment,-19336,-3583,1,0,0,0,Laborers,2.0
5678532,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-11005,-1523,1,0,0,0,Sales staff,3.0
5760230,F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10785,-187,1,1,1,1,Accountants,3.0
5837753,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22935,365243,1,0,0,1,,2.0
5009241,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,-10611,-982,1,0,1,0,Drivers,2.0
7730686,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14120,-3224,1,0,1,0,Core staff,4.0
5126051,F,Y,N,1,67500.0,State servant,Higher education,Married,House / apartment,-13876,-5370,1,1,0,0,High skill tech staff,3.0
6221364,F,N,N,0,63000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21418,365243,1,0,1,0,,1.0
5918033,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22112,365243,1,0,0,0,,2.0
6291877,M,N,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,-23045,365243,1,0,0,0,,2.0
5919220,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12571,-849,1,0,0,0,Core staff,3.0
5132814,M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11294,-1077,1,0,0,0,Managers,3.0
5208263,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10854,-759,1,0,0,0,Laborers,1.0
6287978,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,Rented apartment,-11579,-2651,1,0,0,0,Drivers,3.0
7182968,F,N,Y,1,405000.0,Pensioner,Higher education,Married,House / apartment,-22662,365243,1,0,0,0,,3.0
5429370,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17254,-2886,1,0,0,0,Sales staff,2.0
5708976,M,Y,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-8821,-625,1,0,0,0,Core staff,2.0
5981650,F,N,Y,2,157500.0,State servant,Higher education,Single / not married,House / apartment,-13465,-2786,1,0,0,0,Medicine staff,3.0
5742909,F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17237,-1239,1,0,0,1,Core staff,2.0
6704888,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20578,365243,1,0,1,0,,2.0
6544072,F,N,Y,0,216000.0,Commercial associate,Higher education,Single / not married,House / apartment,-19515,-548,1,0,0,0,Managers,1.0
6429132,F,N,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15767,-240,1,0,0,0,Core staff,2.0
6051155,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10144,-1152,1,0,0,0,Sales staff,3.0
5500570,M,Y,Y,2,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-12278,-2452,1,0,0,0,,3.0
5092043,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11598,-2330,1,0,0,0,,3.0
5873458,F,N,N,2,135000.0,Working,Higher education,Married,House / apartment,-15121,-839,1,0,0,0,Laborers,4.0
5838030,F,Y,N,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-21961,-563,1,0,0,0,Laborers,1.0
5603240,M,N,N,0,180000.0,State servant,Incomplete higher,Married,House / apartment,-9747,-1610,1,0,0,1,Laborers,2.0
6035807,F,Y,Y,2,121500.0,Working,Secondary / secondary special,Married,House / apartment,-14196,-2175,1,0,0,0,Medicine staff,4.0
5439287,F,N,N,0,315000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10303,-481,1,0,0,0,Managers,1.0
6603322,F,N,N,0,238500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-20790,365243,1,0,0,1,,2.0
5949468,F,N,Y,0,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-16274,-1659,1,0,0,0,Sales staff,1.0
5683944,F,N,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18141,-5208,1,1,0,0,,3.0
5169468,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18930,-2587,1,0,0,0,Laborers,2.0
6346226,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24159,365243,1,0,1,0,,1.0
5907457,F,Y,Y,0,90000.0,Working,Higher education,Married,House / apartment,-20033,-450,1,0,0,0,Security staff,2.0
6372992,M,Y,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,-20108,365243,1,0,1,0,,2.0
6692932,M,Y,N,0,162000.0,Working,Secondary / secondary special,Single / not married,With parents,-11420,-611,1,0,0,0,Managers,1.0
5500821,M,Y,N,1,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11539,-200,1,0,0,0,Drivers,3.0
5416481,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11630,-2453,1,1,1,0,Drivers,4.0
5860826,F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16856,-2741,1,0,0,0,Sales staff,2.0
5415965,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-17199,-10081,1,0,0,0,Laborers,2.0
5934295,M,Y,Y,2,180000.0,Working,Higher education,Married,House / apartment,-19162,-2043,1,0,1,0,High skill tech staff,4.0
5258492,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-14450,-1927,1,0,0,0,Core staff,2.0
6264437,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22549,365243,1,0,0,0,,2.0
5919038,M,Y,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-23387,-2920,1,0,0,0,High skill tech staff,2.0
5041961,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13503,-1768,1,1,1,0,Medicine staff,2.0
6780929,M,N,N,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20641,-1507,1,1,0,0,Laborers,2.0
6842584,M,Y,Y,1,202500.0,Commercial associate,Higher education,Married,House / apartment,-11074,-379,1,0,0,1,Sales staff,3.0
5736393,F,N,N,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19641,-270,1,0,1,0,High skill tech staff,2.0
6747966,M,N,N,0,191250.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12134,-1205,1,1,0,0,,2.0
5743434,F,N,Y,0,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23276,365243,1,0,1,0,,2.0
5861146,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13832,-2589,1,0,0,0,High skill tech staff,2.0
6121644,F,N,N,0,99000.0,State servant,Secondary / secondary special,Married,Municipal apartment,-19767,-4275,1,1,1,0,,2.0
5499828,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-8294,-180,1,1,1,0,Drivers,1.0
6210793,F,N,Y,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21921,365243,1,0,1,0,,2.0
5944537,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20599,365243,1,0,1,0,,1.0
6211238,F,Y,Y,2,126000.0,Working,Secondary / secondary special,Separated,House / apartment,-11696,-115,1,0,0,0,Cleaning staff,3.0
5889774,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22495,365243,1,0,0,0,,2.0
6272625,F,N,N,0,202500.0,Working,Secondary / secondary special,Widow,House / apartment,-18992,-11684,1,0,1,0,Medicine staff,1.0
6786369,F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-21878,-7851,1,0,0,0,Cleaning staff,1.0
6047963,M,N,N,0,189000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-10437,-1219,1,1,0,0,Drivers,2.0
5499258,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20576,365243,1,0,0,0,,2.0
6107848,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14233,-1574,1,1,0,0,,2.0
5118102,F,N,N,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23029,365243,1,0,0,0,,1.0
5454552,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-8439,-372,1,1,1,0,,2.0
5155758,F,N,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-13822,-6054,1,0,1,1,,2.0
6586656,M,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-20673,-3542,1,0,1,0,Cleaning staff,2.0
6297150,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19002,365243,1,0,1,1,,2.0
7753191,M,Y,Y,0,157500.0,Working,Higher education,Single / not married,House / apartment,-9961,-556,1,0,0,0,,1.0
6709683,F,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23676,365243,1,0,1,0,,2.0
5095266,F,Y,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10302,-734,1,0,0,0,Core staff,2.0
6008845,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9980,-1557,1,0,0,0,,2.0
5854497,F,Y,N,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11352,-1207,1,0,0,0,,2.0
6229810,M,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Married,With parents,-18250,-2548,1,0,0,0,Laborers,2.0
6690802,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-20025,-2011,1,0,0,0,Managers,2.0
6186343,F,Y,Y,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,-22667,365243,1,0,0,0,,1.0
6477501,F,N,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-20336,-9653,1,0,1,0,Accountants,2.0
7626743,M,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18726,365243,1,0,1,0,,2.0
5297020,F,N,N,0,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22113,365243,1,0,1,0,,2.0
5685775,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-17092,-450,1,0,0,0,Laborers,2.0
5854253,F,Y,N,0,270000.0,State servant,Secondary / secondary special,Married,Municipal apartment,-19334,-4251,1,1,1,0,Core staff,2.0
6229913,F,Y,Y,0,166500.0,Working,Incomplete higher,Single / not married,House / apartment,-11226,-2244,1,1,1,0,,1.0
5046276,F,N,N,1,99000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-16243,-3273,1,0,1,0,Accountants,3.0
